2017-11-23 	04:05:30 	  		Not Crossed
2017-11-23 	04:05:45 	  		Not Crossed
2017-11-23 	04:06:00 	  		Not Crossed
2017-11-23 	04:06:15 	  		Not Crossed
2017-11-23 	04:06:30 	  		Not Crossed
2017-11-23 	04:06:45 	  		Not Crossed
2017-11-23 	04:07:00 	  		Not Crossed
2017-11-23 	04:07:15 	  		Not Crossed
2017-11-23 	04:07:30 	  		Not Crossed
2017-11-23 	04:07:45 	  		Not Crossed
2017-11-23 	04:08:00 	  		Not Crossed
2017-11-23 	04:08:15 	  		Not Crossed
2017-11-23 	04:08:30 	  		Not Crossed
2017-11-23 	04:08:45 	  		Not Crossed
2017-11-23 	04:09:00 	  		Not Crossed
2017-11-23 	04:09:15 	  		Not Crossed
2017-11-23 	04:09:30 	  		Not Crossed
2017-11-23 	04:09:45 	  		Not Crossed
2017-11-23 	04:10:00 	  		Not Crossed
2017-11-23 	04:10:15 	  		Not Crossed
2017-11-23 	04:10:30 	  		Not Crossed
2017-11-23 	04:10:45 	  		Not Crossed
2017-11-23 	04:11:00 	  		Not Crossed
2017-11-23 	04:11:15 	  		Not Crossed
2017-11-23 	04:11:30 	  		Not Crossed
2017-11-23 	04:11:45 	  		Not Crossed
2017-11-23 	04:12:00 	  		Not Crossed
2017-11-23 	04:12:15 	  		Not Crossed
2017-11-23 	04:12:30 	  		Not Crossed
2017-11-23 	04:12:45 	  		Not Crossed
2017-11-23 	04:13:00 	  		Not Crossed
2017-11-23 	04:13:15 	  		Not Crossed
2017-11-23 	04:13:30 	  		Not Crossed
2017-11-23 	04:13:45 	  		Not Crossed
2017-11-23 	04:14:00 	  		Not Crossed
2017-11-23 	04:14:15 	  		Not Crossed
2017-11-23 	04:14:30 	  		Not Crossed
2017-11-23 	04:14:45 	  		Not Crossed
2017-11-23 	04:15:00 	  		Not Crossed
2017-11-23 	04:15:15 	  		Not Crossed
2017-11-23 	04:15:30 	  		Not Crossed
2017-11-23 	04:15:45 	  		Not Crossed
2017-11-23 	04:16:00 	  		Not Crossed
2017-11-23 	04:16:15 	  		Not Crossed
2017-11-23 	04:16:30 	  		Not Crossed
2017-11-23 	04:16:45 	  		Not Crossed
2017-11-23 	04:17:00 	  		Not Crossed
